"","mae","rmse","rsquared"
"1",2.17176758143424,2.54044770106025,0.346955519504109
"2",2.22385180438347,2.6402222202143,0.357036711223417
"3",1.77826611605643,2.14167029847473,0.525706621078508
"4",2.5030920330159,2.81396616181684,0.323681245881043
"5",2.20692061397314,2.59149349832394,0.247936921020323
"6",2.34744792249536,2.60433136214524,0.38125141351275
"7",2.2251966484253,2.6210222574826,0.306335790110462
"8",1.87614333566952,2.19236497735521,0.508756474147464
"9",1.97003115101445,2.4423915350651,0.500196232346251
"10",1.99646509585767,2.21746290883846,0.48184995046161
"11",2.40518841003303,2.69054960579244,0.352303684622293
"12",2.25673796691177,2.5039748574542,0.361875428173447
"13",2.28962041588814,2.60830285384833,0.285742066847643
"14",2.17250399600778,2.48597934502747,0.417937396368516
"15",2.60604658926841,2.89774835297672,0.177828284414238
"16",2.06070995198958,2.43052959941262,0.499597716124752
"17",2.29375329238128,2.69201151422401,0.241953507025229
"18",1.64982036513199,1.98897094599276,0.633334315130609
"19",2.32006310175242,2.66246462490419,0.261166052930967
"20",1.9618507114819,2.30306043068534,0.607767623124988
"21",2.16143169937621,2.58569342687961,0.306694577036206
"22",2.12759099327944,2.45683755491406,0.53069634946765
"23",2.2823188359976,2.64373478442259,0.302607144502276
"24",2.44828783037937,2.70074813021205,0.367465887318616
"25",2.20113553687503,2.58162566293907,0.269915672078847
"26",2.40620951409551,2.71570047735293,0.33940886594306
"27",2.1786743542944,2.42621418003101,0.385289768622344
"28",2.37478686544021,2.68820695354896,0.245107910202785
"29",2.10274347762817,2.42914456925526,0.392476969584992
"30",2.14660603413295,2.4417975531569,0.384012352318795
"31",2.18748449705917,2.46719056565096,0.463698806478442
"32",1.85313904162821,2.17922498751747,0.675730185607324
"33",2.61792609180683,3.11074919469539,0.158712756554746
"34",2.12173134450842,2.50833793285844,0.403054410330726
"35",1.99913423935963,2.44811003332205,0.472985832375976
"36",1.72974632926952,2.09171642690671,0.558195635628921
"37",2.09283437591775,2.47782086895689,0.375616005900001
"38",2.66248868255202,2.97460978100277,0.128613890371196
"39",1.98245516688724,2.33558007242383,0.486495497776482
"40",2.14852678014181,2.57863443244619,0.333973642945452
"41",2.19789708392676,2.4701278911268,0.40217915221395
"42",2.38480553002063,2.7147554425244,0.325839182405025
"43",2.19216697051569,2.57134546422728,0.341708308809953
"44",2.45992876351322,2.91131784724454,0.0916034167576748
"45",2.14176501511791,2.45949048466201,0.433562248882003
"46",2.1970636922854,2.53095763677911,0.363281551744702
"47",2.40488606385431,2.68769959877657,0.301883819292991
"48",2.39452894172499,2.67594994958945,0.289307370100899
"49",2.54600355947109,2.77535986739475,0.280681315122876
"50",2.10944449813012,2.49924958375066,0.427159688350144
"51",2.2986153298443,2.6979112168842,0.291463024228102
"52",2.16983660224692,2.82258749875689,0.187903526675867
"53",2.21162881674137,2.60309451899288,0.354328389023953
"54",2.06519106403512,2.43914340575205,0.442647876312592
"55",2.00331999972323,2.26278654057493,0.47638509196787
"56",1.92368841214577,2.36979261769724,0.398871845758141
"57",2.13001854857756,2.49250920455047,0.357535990958694
"58",2.24103955760052,2.64198298588938,0.407797069378491
"59",2.34680249051406,2.66311994850293,0.251727405135148
"60",2.51395379304709,2.91126118204967,0.163089985621589
"61",2.13673050561123,2.52278924433617,0.401287442829747
"62",2.40324499695501,2.83836970125425,0.283098061274664
"63",2.32141732029333,2.57692214744815,0.294169943317971
"64",2.13556922746989,2.55062893191584,0.35216090847649
"65",2.47015431827592,2.68258100271661,0.412197140875168
"66",2.40655453402002,2.65598906062688,0.354429206514794
"67",2.24618138534988,2.60350830835689,0.408269062206976
"68",1.91474632463598,2.16170735655636,0.450014746302191
"69",2.02003008952744,2.40986751595867,0.425262925851244
"70",2.1235027970322,2.42469385132683,0.313926675204219
"71",2.20465742124834,2.66115311799411,0.213013951896903
"72",1.92607737901253,2.31280317636954,0.512887165597651
"73",2.26670389035753,2.58092022403369,0.340401109373368
"74",2.01347131009236,2.40772605750991,0.470718779924508
"75",2.23604604696575,2.47547005749968,0.394487281218347
"76",2.40417812753247,2.64644784346969,0.331081629020268
"77",2.09718100505587,2.45937844289727,0.380387701263086
"78",2.1229245714918,2.45515760769719,0.381845203576978
"79",2.17952701775052,2.5371781675298,0.477541987475455
"80",2.41265861211846,2.84735950989163,0.355610305105632
"81",2.09422055869743,2.47730787307282,0.382995423791805
"82",2.24227440253665,2.74812752535091,0.224599997793087
"83",2.44442007597924,2.73721758083406,0.192415496670103
"84",2.21999199707188,2.56853589759275,0.330866846874623
"85",2.19790795405402,2.51204024461189,0.394010515439481
"86",2.04925688103578,2.49457269685888,0.430478585342472
"87",2.28391856178202,2.67398998651337,0.359428946094299
"88",2.02033973486904,2.32157490615765,0.48307831987338
"89",2.36450837072324,2.70833087316589,0.34530623711092
"90",2.54522484492621,2.8612599586061,0.244404695321311
"91",1.97731172920974,2.36993623523547,0.57905784774261
"92",1.81197039587074,2.23027417645951,0.525941719194145
"93",2.41625330514423,2.74411458627433,0.248375975926066
"94",2.27758918527365,2.59749693588338,0.360205974083987
"95",2.7336784224033,3.12179898484928,0.119123172675387
"96",1.97138846365965,2.3307841644267,0.516163978130218
"97",2.41252115389198,2.7086787389142,0.298403418399997
"98",2.33170678687797,2.63810656332654,0.408544430104328
"99",2.08021843324019,2.26772272800371,0.43614852865106
"100",2.25968311585319,2.59032189518977,0.438209183042137
"101",2.53723180028136,2.85634051873561,0.241473502220407
"102",2.13323342709814,2.58351743643127,0.390356303876052
"103",2.23487003801223,2.63634838995119,0.276149191808604
"104",2.01376778928918,2.35663075436571,0.439821435798392
"105",2.18067703265573,2.55988607471527,0.314484273473466
"106",2.08634465892799,2.42291751450265,0.444546069325966
"107",2.51742352288689,2.89249007581476,0.290636855057706
"108",2.0258489060783,2.31768188778953,0.574684741561516
"109",2.24456883609089,2.56837575060541,0.491167939458265
"110",2.20039871869547,2.6304157239349,0.227684967209319
"111",1.99386653839227,2.30773023355235,0.57607017309143
"112",1.93067776120293,2.32275751906096,0.324566950988635
"113",1.88461840779739,2.31206460201503,0.478092754594412
"114",2.29281658945779,2.76077746936172,0.320447488166795
"115",2.43180184052042,2.97814018074573,0.142355543315128
"116",2.17231088919171,2.66313273894391,0.245163372255449
"117",2.37033155149731,2.76044907786867,0.230869096337961
"118",2.42017731165405,2.68375976337752,0.4403542518136
"119",2.46386865334537,2.66409585971512,0.370647186133326
"120",2.07080763255902,2.39261023864361,0.579409166884531
"121",2.23524166591883,2.56334980364327,0.369177387996228
"122",2.14877348562707,2.55192972926336,0.469785515581436
"123",2.18645834218309,2.45338384817908,0.508110862341738
"124",2.56448798014918,2.98947949378373,0.206677292527441
"125",2.26456474015037,2.81869421269114,0.242700095779601
"126",2.34128125951945,2.7525780975723,0.190243983816153
"127",2.08802349570138,2.45161153540328,0.296169562234205
"128",2.16852506528094,2.5020974611348,0.419202717841852
