"A2M","ANG","ANGPT1","AQP4","ATF1","AVEN","AXL","BATF","BCL10","BCL2","BCL2L1","BIK","BMF","BTG2","C1QA","C1QB","C1R","C2","C3","C5","C6","C9","CAMLG","CASP1","CASP10","CASP3","CASP4","CASP5","CASP6","CASP7","CASP8","CASP9","CCL1","CCL11","CCL13","CCL16","CCL17","CCL18","CCL19","CCL2","CCL20","CCL21","CCL23","CCL25","CCL26","CCL27","CCL28","CCL5","CCL7","CCL8","CCNA2","CCR1","CCR2","CCR3","CCR4","CCR5","CCR6","CCR7","CCR8","CCR9","CD14","CD19","CD1A","CD1B","CD1C","CD2","CD22","CD244","CD28","CD36","CD37","CD38","CD3D","CD3E","CD3G","CD4","CD44","CD47","CD48","CD53","CD58","CD59","CD63","CD69","CD7","CD72","CD74","CD79A","CD79B","CD80","CD81","CD83","CD84","CD86","CD8A","CD9","CD97","CDC20","CDC27","CDH3","CDH5","CDH6","CDKN1A","CEBPG","CLU","COL4A5","CR1","CREB1","CRP","CSF1","CSF2","CTGF","CTLA4","CX3CR1","CXCL10","CXCL13","CXCL14","CXCL16","CXCL5","CXCL6","CXCR3","CXCR4","CXCR6","CYP1A1","CYP27A1","CYP2E1","CYP2J2","DAG1","DAXX","DNAJA1","DPP4","DUSP2","ECE1","EDN1","EDN2","EDN3","EDNRA","EDNRB","EGF","EGFR","EGR1","EPO","EPOR","F2","F3","F5","FADD","FAP","FCER1G","FCGBP","FCGR2A","FGF1","FGF9","FGFR1","FGFR2","FKBP1B","FKBP3","FKBP4","FKBPL","FN1","FOSL1","FOSL2","FYB","GAS6","GC","GNLY","GPR1","GPR18","GPR37","GZMA","GZMB","GZMK","GZMM","HGF","HLA.DQA1","HMOX1","HSPB1","HSPE1","ICAM1","ICAM3","ICAM4","ICOS","IFNA21","IFNA4","IFNAR2","IFNB1","IFNG","IGBP1","IGF1","IGLL1","IL10","IL11","IL11RA","IL12A","IL12B","IL12RB1","IL13","IL15","IL15RA","IL18","IL18R1","IL19","IL1A","IL1R1","IL2","IL21","IL2RA","IL2RB","IL4","IL5","IL5RA","IL6","IL6R","IL6ST","IL9","ILK","IRF1","ITGA1","ITGA2","ITGA3","ITGA4","ITGA5","ITGA6","ITGA7","ITGA8","ITGA9","ITGAE","ITGAL","ITGAM","ITGAV","ITGB1","ITGB2","ITGB3","ITGB4","ITGB5","ITGB7","ITK","JAK3","JUN","LAG3","LAMA5","LAMB2","LCK","LCP1","LCP2","LEF1","LEP","LEPR","LIG1","LTA","LTB","LTBR","LTF","LY75","LY9","MADD","MAP2K4","MAP2K7","MAP3K4","MAP3K5","MAP3K6","MAP3K7","MAP4K5","MAPK1","MAPK10","MAPK11","MAPK13","MAPK14","MAPK3","MAPK4","MAPK6","MAPK7","MAPK8","MAPK9","MAPKAPK3","MAPRE2","MERTK","MIF","MKI67","MMP1","MMP10","MMP13","MMP14","MMP15","MMP2","MMP3","MMP7","MMP9","MNDA","MYD88","NFATC1","NFATC2","NFATC3","NFKB1","NFKB2","NFKBIA","NFKBIB","NFKBIE","NFYA","NNMT","NOS1","NOS3","NPHS1","NPHS2","NR3C1","NRG1","NRP1","PAK1","PAK2","PAK3","PAK4","PCNA","PDCD1","PDGFA","PECAM1","PIK3CA","PIK3CG","PLAT","PLAU","PLAUR","PPID","PPP2CA","PPP3CA","PPP3CB","PPP3CC","PPP3R1","PRDX1","PRF1","PRKCA","PRKCD","PRKCQ","PRKCZ","PTGS1","PTGS2","PTPRC","PTPRO","RAB38","RAG1","RAG2","RAN","RARA","RGS2","RGS4","SELE","SELL","SELP","SELPLG","SERPINE1","SH2D1A","SH2D2A","SP1","SRF","STAM","STAM2","STAT1","STAT2","STAT3","STAT4","STK17A","STK17B","STK4","TCF20","TCF21","TCF7","TFRC","TGFB1","TGFB2","TGFB3","TGFBR1","TGFBR2","THBD","THBS1","THPO","TIMP1","TIMP2","TLR2","TLR4","TLR5","TMPO","TNF","TNFRSF11A","TNFRSF13B","TNFRSF18","TNFRSF1A","TNFRSF4","TNFRSF8","TNFRSF9","TNFSF10","TNFSF11","TNFSF13B","TNFSF14","TNFSF15","TNFSF18","TNFSF4","TNFSF8","TNFSF9","TP53","TRAF2","TRAF3","TRAF5","TYK2","TYRO3","VCAM1","VPREB1","VWF","XCL1","XCR1","ZAP70","ZNF7","ZNF8"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
