"","mae","rmse","rsquared"
"1",0.667027182895849,0.815974004004414,0.121618325979921
"2",0.76792199417521,1.06631866794547,0.288522173283836
"3",0.770343015833032,1.02070402059635,0.0997702351522503
"4",0.693190510851898,0.90834134019731,0.341510381843154
"5",0.800193267930488,1.06434790326028,0.0230477464208801
"6",0.635025966326189,0.836429429186262,0.404175930902871
"7",0.634837414568994,0.847512160878889,0.329886127337432
"8",0.577708093255059,0.754957520394571,0.344992315268871
"9",0.65204242459749,0.843810402326849,0.300250430094951
"10",0.657921186574951,0.863310293573491,0.321372863850981
"11",0.588509616246492,0.753080252135017,0.225114803400192
"12",0.677175728866089,1.02222245675038,0.104725602604541
"13",0.616050969300229,0.806738381122436,0.206619794427466
"14",0.786909504589326,0.967613785098873,0.0775353454316147
"15",0.771472926205216,1.04489816599308,0.207039474359745
"16",0.672908349060751,0.930952555812442,0.203112012831319
"17",0.753703111730976,0.949456303022954,0.091783060480007
"18",0.58542250108155,0.847703284544141,0.401024929171796
"19",0.624381724545497,0.882326789356322,0.580004692126652
"20",0.740056656360002,0.934075029015611,0.237922069355685
"21",0.748451252560011,1.03058204231228,0.066713429128478
"22",0.651111844541415,0.812723063503265,0.240411676069719
"23",0.781772970884641,0.950371544641103,0.0796211904172104
"24",0.754477178855926,0.902811787345452,0.00180261150397982
"25",0.657998901987657,0.919913811933917,0.0906951460196651
"26",0.595295624544456,0.890875755155883,0.291173088345111
"27",0.634052153159254,0.791773854949437,0.379475936332738
"28",0.692972038732618,0.865391389969115,0.23649338426725
"29",0.669662230164246,0.894524852284667,0.0789156273070519
"30",0.667776540526986,0.907231491806389,0.148724994729251
"31",0.739612404174246,0.897105556732883,0.270372193948731
"32",0.651609940906324,0.812475126177767,0.240222016463204
"33",0.779394311311535,0.966165655345921,0.150017155614711
"34",0.646079457966675,0.868478230498875,0.222463199931805
"35",0.715619703344702,0.933239257236968,0.14415302601418
"36",0.630315990264444,0.825812456959479,0.167806283723339
"37",0.688043715692419,0.906842881892346,0.160713153874857
"38",0.704389662011435,0.971014842605121,0.180217341728566
"39",0.66084344520245,0.862332873610108,0.40283496175229
"40",0.622883619864182,0.848795703898082,0.145689035612558
"41",0.585705460318133,0.786712442182032,0.254698120672884
"42",0.636739081368666,0.905993241930072,0.319160212052662
"43",0.777302180195689,1.06626844956669,0.0482044268252804
"44",0.706189511077479,0.908158362766506,0.354750643248774
"45",0.619344069549782,0.815493255488968,0.410517232575732
